dep,entry_id,session_id,atc_text,expected_readback,agent_reply,structured_data,status,agent_latency_s,judge_latency_s,values_correct,completeness,no_hallucination,phraseology_score,overall,justification,error
GND,gnd_033,judge-gnd-gnd_033-0101f1,"Iberia three one four Bravo, cross runway one eight right, taxi to holding point runway one eight left via Delta.","Cross runway one eight right, taxi to holding point runway one eight left via Delta, Iberia three one four Bravo.","Iberia three one four Bravo, cross runway one eight right, taxi to holding point runway one eight left via Delta.","{""aircraft_registration"": ""IB314B"", ""pushback_approved"": false, ""taxi_route"": ""Delta"", ""runway_in_use"": ""18L"", ""instruction_text"": ""Iberia three one four Bravo, cross runway one eight right, taxi to holding point runway one eight left via Delta.""}",200,1.069,7.683,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_034,judge-gnd-gnd_034-d41ea1,"Swiss two four one, give way to the Airbus on your right, hold position.","Give way to the Airbus on your right, holding position, Swiss two four one.","Swiss 241, hold position, give way to the Airbus on the right.","{""aircraft_registration"": ""Swiss 241"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Swiss 241, hold position, give way to the Airbus on the right.""}",200,1.207,11.999,N/A,PASS,PASS,3,PASS,"La coletilla debe ir al final de la colación, no al principio.",
GND,gnd_035,judge-gnd-gnd_035-944dc8,"EasyJet eight Kilo six zero, follow the Ryanair ahead, taxi via Alpha, Sierra to holding point Sierra one.","Follow the Ryanair, taxi via Alpha, Sierra to holding point Sierra one, EasyJet eight Kilo six zero.","EasyJet eight Kilo six zero, taxi to holding point runway Sierra one via Alpha, Sierra.","{""aircraft_registration"": ""EZY8K60"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Sierra"", ""runway_in_use"": ""Sierra one"", ""instruction_text"": ""EasyJet eight Kilo six zero, taxi to holding point runway Sierra one via Alpha, Sierra.""}",200,1.214,8.417,PASS,FAIL,FAIL,3,FAIL,El collationnement omite la instrucción 'follow the Ryanair' y añade la palabra 'runway' que no estaba en la transmisión.,
GND,gnd_036,judge-gnd-gnd_036-e93268,"Vueling one two three, hold position, de-icing in progress ahead.","Hold position, Vueling one two three.","Vueling one two three, hold position.","{""aircraft_registration"": ""Vueling 123"", ""pushback_approved"": false, ""taxi_route"": ""N/A"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Vueling one two three, hold position.""}",200,1.31,8.704,N/A,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología estándar de piloto sitúa el indicativo al final de la transmisión.",
GND,gnd_037,judge-gnd-gnd_037-3251ad,"Lufthansa three seven two, continue taxi via Golf to holding point Sierra two.","Continue taxi via Golf to holding point Sierra two, Lufthansa three seven two.","Lufthansa 372, taxi to holding point Sierra 2 via Golf.","{""aircraft_registration"": ""Lufthansa 372"", ""pushback_approved"": false, ""taxi_route"": ""Golf"", ""runway_in_use"": ""Sierra 2"", ""instruction_text"": ""Lufthansa 372, taxi to holding point Sierra 2 via Golf.""}",200,1.272,10.964,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_038,judge-gnd-gnd_038-a81f33,"Ryanair four seven three, standby for pushback, traffic on the apron.","Standing by, Ryanair four seven three.","Ryanair four seven three, standby for pushback.","{""aircraft_registration"": ""Ryanair 473"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Ryanair four seven three, standby for pushback.""}",200,1.025,13.047,N/A,N/A,PASS,2,FAIL,"La fraseología es incorrecta: el distintivo de llamada debe ir al principio y la respuesta a una instrucción de 'standby' es 'standing by', no una repetición de la instrucción del controlador.",
GND,gnd_039,judge-gnd-gnd_039-4cb699,"Iberia three one four Bravo, start up approved, information Delta current.","Start up approved, information Delta, Iberia three one four Bravo.","Iberia three one four Bravo, start up approved, information Delta current.","{""aircraft_registration"": ""IB314B"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Iberia three one four Bravo, start up approved, information Delta current.""}",200,1.205,7.982,N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",
GND,gnd_040,judge-gnd-gnd_040-6c951a,"Speedbird two four six, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.","Taxi to holding point Juliet two via Foxtrot, Golf, Juliet, Speedbird two four six.","Speedbird two four six, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.","{""aircraft_registration"": ""Speedbird 246"", ""pushback_approved"": false, ""taxi_route"": ""Foxtrot, Golf, Juliet"", ""runway_in_use"": ""Juliet two"", ""instruction_text"": ""Speedbird two four six, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.""}",200,1.763,7.539,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debería estar al final de la colación, no al principio.",
GND,gnd_041,judge-gnd-gnd_041-d673b5,"EasyJet eight five six zero, stop immediately, vehicle crossing.","Stopping, EasyJet eight five six zero.","EasyJet eight five six zero, stopping immediately.","{""aircraft_registration"": ""EasyJet 8560"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""EasyJet eight five six zero, stopping immediately.""}",200,1.159,7.679,N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión para una fraseología ideal.",
GND,gnd_042,judge-gnd-gnd_042-f38f80,"Lufthansa three seven two, pushback approved, facing east, tail towards taxiway Lima.","Pushback approved, facing east, tail to Lima, Lufthansa three seven two.","Lufthansa three seven two, pushback approved facing east, taxi via Lima.","{""aircraft_registration"": ""Lufthansa 372"", ""pushback_approved"": true, ""taxi_route"": ""Lima"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Lufthansa three seven two, pushback approved facing east, taxi via Lima.""}",200,1.038,8.009,N/A,FAIL,FAIL,2,FAIL,El piloto inventó una instrucción de rodaje ('taxi via Lima') en lugar de colacionar la orientación del retroceso ('tail towards taxiway Lima').,
GND,gnd_043,judge-gnd-gnd_043-7bb272,"Swiss two four one, taxi to remote stand Romeo five via Alpha, Romeo.","Taxi to remote stand Romeo five via Alpha, Romeo, Swiss two four one.","Swiss two four one, taxi to remote stand Romeo five via Alpha, Romeo.","{""aircraft_registration"": ""Swiss two four one"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Romeo"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Swiss two four one, taxi to remote stand Romeo five via Alpha, Romeo.""}",200,0.917,6.016,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión en lugar de al principio.",
GND,gnd_044,judge-gnd-gnd_044-0af1df,"Ryanair six six Golf, hold position, runway occupied.","Hold position, Ryanair six six Golf.","Ryanair six six Golf, hold position.","{""aircraft_registration"": ""RYR66G"", ""pushback_approved"": false, ""taxi_route"": ""N/A"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Ryanair six six Golf, hold position.""}",200,1.288,9.994,N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",
GND,gnd_045,judge-gnd-gnd_045-536651,"Iberia three one four Bravo, taxi to holding point runway three two right via Bravo.","Taxi to holding point runway three two right via Bravo, Iberia three one four Bravo.","Iberia three one four Bravo, taxi to holding point runway three two right via Bravo.","{""aircraft_registration"": ""Iberia 314B"", ""pushback_approved"": false, ""taxi_route"": ""Bravo"", ""runway_in_use"": ""32R"", ""instruction_text"": ""Iberia three one four Bravo, taxi to holding point runway three two right via Bravo.""}",200,0.834,7.842,PASS,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",
GND,gnd_046,judge-gnd-gnd_046-59ad9b,"Vueling one two three, give way to the Embraer on your left, then taxi to holding point Lima one via Hotel, Alpha, Lima.","Give way to the Embraer, then taxi to holding point Lima one via Hotel, Alpha, Lima, Vueling one two three.","Vueling 123, taxi to holding point runway Lima 1 via Hotel, Alpha, Lima.","{""aircraft_registration"": ""Vueling 123"", ""pushback_approved"": false, ""taxi_route"": ""Hotel, Alpha, Lima"", ""runway_in_use"": ""Lima 1"", ""instruction_text"": ""Vueling 123, taxi to holding point runway Lima 1 via Hotel, Alpha, Lima.""}",200,1.208,14.046,PASS,FAIL,FAIL,2,FAIL,La colación omite la instrucción de ceder el paso y añade la palabra 'runway' que no fue instruida.,
GND,gnd_047,judge-gnd-gnd_047-0e3e18,"EasyJet eight five six zero, pushback approved, facing west, tail to the south.","Pushback approved, facing west, tail to the south, EasyJet eight five six zero.","EasyJet eight five six zero, pushback approved facing west.","{""aircraft_registration"": ""EasyJet 8560"", ""pushback_approved"": true, ""taxi_route"": null, ""runway_in_use"": null, ""instruction_text"": ""EasyJet eight five six zero, pushback approved facing west.""}",200,1.632,8.064,N/A,FAIL,PASS,3,FAIL,La colación omite la restricción 'tail to the south' y coloca el indicativo al principio en lugar de al final.,
GND,gnd_048,judge-gnd-gnd_048-cfa3bd,"Speedbird two Delta six, taxi to holding point Romeo one via Bravo, Golf, Romeo, follow the Swiss ahead.","Taxi to holding point Romeo one via Bravo, Golf, Romeo, follow the Swiss, Speedbird two Delta six.","Speedbird two Delta six, taxi to holding point runway Romeo one via Bravo, Golf, Romeo, follow the Swiss ahead.","{""aircraft_registration"": ""Speedbird two Delta six"", ""pushback_approved"": false, ""taxi_route"": ""Bravo, Golf, Romeo"", ""runway_in_use"": ""Romeo one"", ""instruction_text"": ""Speedbird two Delta six, taxi to holding point runway Romeo one via Bravo, Golf, Romeo, follow the Swiss ahead.""}",200,1.264,9.816,PASS,PASS,FAIL,2,FAIL,El piloto añadió la palabra 'runway' que no estaba en la instrucción del controlador y colocó el distintivo de llamada al principio de la colación.,
GND,gnd_049,judge-gnd-gnd_049-ea1f3f,"Ryanair four seven three, cross runway three two left, caution wake turbulence, heavy departed two minutes ago.","Cross runway three two left, Ryanair four seven three.","Ryanair four seven three, cross runway three two left, caution wake turbulence.","{""aircraft_registration"": ""Ryanair four seven three"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": ""32L"", ""instruction_text"": ""Ryanair four seven three, cross runway three two left, caution wake turbulence.""}",200,1.334,12.766,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_050,judge-gnd-gnd_050-b6db37,"Iberia three one four Bravo, pushback and start approved, facing north, tail towards stand Hotel four.","Pushback and start approved, facing north, tail to Hotel four, Iberia three one four Bravo.","Iberia three one four Bravo, pushback approved face north, taxi via stand Hotel four.","{""aircraft_registration"": ""Iberia 314B"", ""pushback_approved"": true, ""taxi_route"": ""stand Hotel four"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Iberia three one four Bravo, pushback approved face north, taxi via stand Hotel four.""}",200,1.528,13.247,N/A,FAIL,FAIL,2,FAIL,El piloto omite la aprobación de arranque y responde con una instrucción de rodaje inventada en lugar de colacionar la dirección de retroceso.,
GND,gnd_051,judge-gnd-gnd_051-8c0e98,"Speedbird three one two, pushback approved, facing east.","Pushback approved, facing east, Speedbird three one two.","Speedbird 312, pushback approved facing east.","{""aircraft_registration"": ""Speedbird 312"", ""pushback_approved"": true, ""taxi_route"": ""N/A"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Speedbird 312, pushback approved facing east.""}",200,1.329,11.213,N/A,PASS,PASS,3,PASS,La coletilla debería estar al final de la colación y los dígitos de la misma deberían pronunciarse individualmente.,
GND,gnd_052,judge-gnd-gnd_052-b22276,"Speedbird three one two, taxi to holding point Romeo one via Foxtrot, Juliet, Romeo.","Taxi to holding point Romeo one via Foxtrot, Juliet, Romeo, Speedbird three one two.","Speedbird three one two, taxi to holding point runway Romeo one via Foxtrot, Juliet, Romeo.","{""aircraft_registration"": ""Speedbird 312"", ""pushback_approved"": false, ""taxi_route"": ""Foxtrot, Juliet, Romeo"", ""runway_in_use"": ""Romeo 1"", ""instruction_text"": ""Speedbird three one two, taxi to holding point runway Romeo one via Foxtrot, Juliet, Romeo.""}",200,0.956,9.641,PASS,PASS,FAIL,2,FAIL,El piloto añadió incorrectamente la palabra 'runway' en la colación y colocó el indicativo al principio en lugar de al final.,
GND,gnd_053,judge-gnd-gnd_053-827bbc,"Iberia eight seven five Charlie, pushback approved, facing west.","Pushback approved, facing west, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved facing west.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": true, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Iberia eight seven five Charlie, pushback approved facing west.""}",200,1.511,11.17,N/A,N/A,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_054,judge-gnd-gnd_054-5d9634,"Iberia eight seven five Charlie, taxi to holding point Lima two via taxiways Alpha, Tango.","Taxi to holding point Lima two via Alpha, Tango, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, taxi to holding point runway Lima two via Alpha, Tango.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Tango"", ""runway_in_use"": ""Lima two"", ""instruction_text"": ""Iberia eight seven five Charlie, taxi to holding point runway Lima two via Alpha, Tango.""}",200,1.039,11.428,PASS,PASS,FAIL,2,FAIL,El piloto añade la palabra 'runway' que no estaba en la instrucción y coloca el indicativo al principio de la colación en lugar de al final.,
GND,gnd_055,judge-gnd-gnd_055-5c0625,"Iberia eight seven five Charlie, hold short of runway three two right.","Hold short of runway three two right, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, hold short of runway three two right.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": ""32R"", ""instruction_text"": ""Iberia eight seven five Charlie, hold short of runway three two right.""}",200,0.93,8.312,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_056,judge-gnd-gnd_056-af1615,"Lufthansa two one eight, pushback approved, facing north. Caution vehicles on the apron.","Pushback approved, facing north, Lufthansa two one eight.","Lufthansa two one eight, pushback approved facing north.","{""aircraft_registration"": ""Lufthansa 218"", ""pushback_approved"": true, ""taxi_route"": ""N/A"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Lufthansa two one eight, pushback approved facing north.""}",200,1.564,10.834,N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión y no al principio.",
GND,gnd_057,judge-gnd-gnd_057-13635d,"Lufthansa two one eight, taxi to holding point Sierra two via taxiways Golf, Sierra.","Taxi to holding point Sierra two via Golf, Sierra, Lufthansa two one eight.","Lufthansa two one eight, taxi to holding point runway Sierra two via Golf, Sierra.","{""aircraft_registration"": ""Lufthansa 218"", ""pushback_approved"": false, ""taxi_route"": ""Golf, Sierra"", ""runway_in_use"": ""Sierra two"", ""instruction_text"": ""Lufthansa two one eight, taxi to holding point runway Sierra two via Golf, Sierra.""}",200,1.397,9.145,FAIL,PASS,FAIL,2,FAIL,La colación añade incorrectamente la palabra 'runway' antes del punto de espera Sierra Two y sitúa el distintivo de llamada al principio en lugar de al final.,
GND,gnd_058,judge-gnd-gnd_058-f742a6,"Speedbird three Alpha two, taxi to holding point Romeo two via taxiways Alpha, Bravo, Romeo.","Taxi to holding point Romeo two via Alpha, Bravo, Romeo, Speedbird three Alpha two.","Speedbird three Alpha two, taxi to holding point runway Romeo two via Alpha, Bravo, Romeo.","{""aircraft_registration"": ""Speedbird 3A2"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Bravo, Romeo"", ""runway_in_use"": ""Romeo two"", ""instruction_text"": ""Speedbird three Alpha two, taxi to holding point runway Romeo two via Alpha, Bravo, Romeo.""}",200,1.277,10.184,FAIL,PASS,FAIL,3,FAIL,"La colación añade incorrectamente la palabra 'runway' antes del punto de espera, que no estaba en la instrucción original.",
GND,gnd_059,judge-gnd-gnd_059-0b6bd6,"Speedbird three one two, taxi to stand Foxtrot two two via taxiways Romeo, Alpha, Foxtrot.","Taxi to stand Foxtrot two two via Romeo, Alpha, Foxtrot, Speedbird three one two.","Speedbird three one two, taxi to stand Foxtrot two two via Romeo, Alpha, Foxtrot.","{""aircraft_registration"": ""Speedbird 312"", ""pushback_approved"": false, ""taxi_route"": ""Romeo, Alpha, Foxtrot"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Speedbird three one two, taxi to stand Foxtrot two two via Romeo, Alpha, Foxtrot.""}",200,1.063,7.55,PASS,PASS,PASS,3,PASS,"El distintivo de llamada debería estar al final de la colación, no al principio.",
GND,gnd_060,judge-gnd-gnd_060-fb72ee,"Swiss five six seven, taxi to holding point Lima one via taxiways Golf, Alpha, Lima.","Taxi to holding point Lima one via Golf, Alpha, Lima, Swiss five six seven.","Swiss five six seven, taxi to holding point Lima one via Golf, Alpha, Lima.","{""aircraft_registration"": ""Swiss five six seven"", ""pushback_approved"": false, ""taxi_route"": ""Golf, Alpha, Lima"", ""runway_in_use"": ""Lima one"", ""instruction_text"": ""Swiss five six seven, taxi to holding point Lima one via Golf, Alpha, Lima.""}",200,1.112,9.008,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",
GND,gnd_061,judge-gnd-gnd_061-9c9de4,"Swiss five six seven, give way to the Vueling crossing left to right, then continue via Lima to holding point Lima one.","Give way to the Vueling, then continue via Lima to Lima one, Swiss five six seven.","Swiss five six seven, give way to the Vueling crossing left to right, taxi via Lima to holding point Lima one.","{""aircraft_registration"": ""Swiss 567"", ""pushback_approved"": false, ""taxi_route"": ""Lima, Lima one"", ""runway_in_use"": ""not specified"", ""instruction_text"": ""Swiss five six seven, give way to the Vueling crossing left to right, taxi via Lima to holding point Lima one.""}",200,0.865,15.089,PASS,PASS,PASS,2,FAIL,"La llamada debe ir al final de la colación, no al principio, y se repite información superflua de la instrucción condicional.",
GND,gnd_062,judge-gnd-gnd_062-c9c664,"EasyJet four three two Yankee, pushback approved, facing east.","Pushback approved, facing east, EasyJet four three two Yankee.","EasyJet four three two Yankee, pushback approved facing east.","{""aircraft_registration"": ""EasyJet 432Y"", ""pushback_approved"": true, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""EasyJet four three two Yankee, pushback approved facing east.""}",200,1.096,12.972,N/A,PASS,PASS,3,PASS,"La colación es correcta en contenido, pero el indicativo debería estar al final de la transmisión, no al principio.",
GND,gnd_063,judge-gnd-gnd_063-ba3d66,"EasyJet four three two Yankee, taxi to holding point Sierra one via taxiways Foxtrot, Alpha, Sierra.","Taxi to holding point Sierra one via Foxtrot, Alpha, Sierra, EasyJet four three two Yankee.","EasyJet four three two Yankee, taxi to holding point Sierra one via Foxtrot, Alpha, Sierra.","{""aircraft_registration"": ""EasyJet four three two Yankee"", ""pushback_approved"": false, ""taxi_route"": ""Foxtrot, Alpha, Sierra"", ""runway_in_use"": ""Sierra one"", ""instruction_text"": ""EasyJet four three two Yankee, taxi to holding point Sierra one via Foxtrot, Alpha, Sierra.""}",200,1.022,6.954,PASS,PASS,PASS,4,PASS,"El distintivo de llamada debería estar al final de la colación, no al principio.",
GND,gnd_064,judge-gnd-gnd_064-a53945,"Vueling seven nine eight, taxi to stand Hotel three via taxiways Romeo, Alpha, Hotel.","Taxi to stand Hotel three via Romeo, Alpha, Hotel, Vueling seven nine eight.","Vueling seven nine eight, taxi to stand Hotel three via Romeo, Alpha, Hotel.","{""aircraft_registration"": ""Vueling seven nine eight"", ""pushback_approved"": false, ""taxi_route"": ""Romeo, Alpha, Hotel"", ""runway_in_use"": ""N/A"", ""instruction_text"": ""Vueling seven nine eight, taxi to stand Hotel three via Romeo, Alpha, Hotel.""}",200,1.347,7.962,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",
GND,gnd_065,judge-gnd-gnd_065-3118c5,"Vueling seven nine eight, taxi to holding point Lima two via taxiways Hotel, Alpha, Lima.","Taxi to holding point Lima two via Hotel, Alpha, Lima, Vueling seven nine eight.","Vueling seven nine eight, taxi to holding point runway Lima two via Hotel, Alpha, Lima.","{""aircraft_registration"": ""Vueling seven nine eight"", ""pushback_approved"": false, ""taxi_route"": ""Hotel, Alpha, Lima"", ""runway_in_use"": ""Lima two"", ""instruction_text"": ""Vueling seven nine eight, taxi to holding point runway Lima two via Hotel, Alpha, Lima.""}",200,1.04,7.49,PASS,PASS,FAIL,3,FAIL,La colación añade la palabra 'runway' que no fue instruida por el controlador.,
GND,gnd_066,judge-gnd-gnd_066-c08267,"Ryanair eight nine two, hold short of runway three two right, landing traffic on final.","Hold short of runway three two right, Ryanair eight nine two.","Ryanair eight nine two, holding short of runway three two right.","{""aircraft_registration"": ""Ryanair 892"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": ""32R"", ""instruction_text"": ""Ryanair eight nine two, holding short of runway three two right.""}",200,0.999,8.73,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_067,judge-gnd-gnd_067-cffef3,"Iberia eight seven five Charlie, pushback approved, facing south, tail towards stand Hotel five.","Pushback approved, facing south, tail to Hotel five, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved facing south.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": true, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Iberia eight seven five Charlie, pushback approved facing south.""}",200,1.403,10.219,N/A,FAIL,PASS,3,FAIL,El collationnement omite la instrucción de posición de la cola 'tail towards stand Hotel five'.,
GND,gnd_068,judge-gnd-gnd_068-5839f6,"Ryanair eight nine two, pushback and start approved, facing east.","Pushback and start approved, facing east, Ryanair eight nine two.","Ryanair eight nine two, pushback approved facing east.","{""aircraft_registration"": ""Ryanair 892"", ""pushback_approved"": true, ""taxi_route"": null, ""runway_in_use"": null, ""instruction_text"": ""Ryanair eight nine two, pushback approved facing east.""}",200,1.458,11.207,N/A,FAIL,PASS,3,FAIL,La colación omite la aprobación para la puesta en marcha de motores ('and start') y coloca el distintivo de llamada al principio en lugar de al final.,
GND,gnd_069,judge-gnd-gnd_069-7fcc8e,"Iberia eight seven five Charlie, taxi to holding point runway three two right via Alpha, Bravo.","Taxi to holding point runway three two right via Alpha, Bravo, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, taxi to holding point runway three two right via Alpha, Bravo.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": false, ""taxi_route"": ""Alpha, Bravo"", ""runway_in_use"": ""32R"", ""instruction_text"": ""Iberia eight seven five Charlie, taxi to holding point runway three two right via Alpha, Bravo.""}",200,1.344,7.636,PASS,PASS,PASS,3,PASS,"El indicativo debería estar al final del collationnement, no al principio.",
GND,gnd_070,judge-gnd-gnd_070-450795,"Lufthansa two one eight, pushback and start approved, facing north.","Pushback and start approved, facing north, Lufthansa two one eight.","Lufthansa two one eight, pushback approved facing north.","{""aircraft_registration"": ""Lufthansa 218"", ""pushback_approved"": true, ""taxi_route"": null, ""runway_in_use"": null, ""instruction_text"": ""Lufthansa two one eight, pushback approved facing north.""}",200,1.383,8.441,N/A,FAIL,PASS,3,FAIL,La colación omite la aprobación de puesta en marcha ('and start') y coloca el distintivo de llamada al principio en lugar de al final.,
GND,gnd_071,judge-gnd-gnd_071-3a82c1,"Lufthansa two one eight, taxi to holding point runway one eight right via Delta, Echo.","Taxi to holding point runway one eight right via Delta, Echo, Lufthansa two one eight.","Lufthansa two one eight, taxi to holding point runway one eight right via Delta, Echo.","{""aircraft_registration"": ""Lufthansa two one eight"", ""pushback_approved"": false, ""taxi_route"": ""Delta, Echo"", ""runway_in_use"": ""18R"", ""instruction_text"": ""Lufthansa two one eight, taxi to holding point runway one eight right via Delta, Echo.""}",200,1.334,7.54,PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",
GND,gnd_072,judge-gnd-gnd_072-233b97,"Ryanair one three Hotel, hold position, expect taxi in three minutes.","Hold position, Ryanair one three Hotel.","Ryanair one three Hotel, hold position, expect taxi in three minutes.","{""aircraft_registration"": ""RYR13H"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""Ryanair one three Hotel, hold position, expect taxi in three minutes.""}",200,0.94,8.833,N/A,PASS,PASS,3,PASS,La fraseología es incorrecta al iniciar la colación con el distintivo de llamada en lugar de finalizarla con él.,
GND,gnd_073,judge-gnd-gnd_073-c62280,"Iberia eight seven five Charlie, pushback approved, caution traffic behind, Boeing seven three seven.","Pushback approved, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved.","{""aircraft_registration"": ""IB875C"", ""pushback_approved"": true, ""taxi_route"": null, ""runway_in_use"": null, ""instruction_text"": ""Iberia eight seven five Charlie, pushback approved.""}",200,0.897,9.278,N/A,PASS,PASS,4,PASS,"La colación es correcta, pero la fraseología de piloto estándar sitúa el distintivo de llamada al final.",
GND,gnd_074,judge-gnd-gnd_074-26c79d,"Lufthansa two one eight, taxi to holding point runway one eight right via Delta, cross runway two seven.","Taxi to holding point runway one eight right via Delta, cross runway two seven, Lufthansa two one eight.","Lufthansa two one eight, taxi to holding point runway one eight right via Delta, cross runway two seven.","{""aircraft_registration"": ""Lufthansa 218"", ""pushback_approved"": false, ""taxi_route"": ""Delta, cross runway two seven"", ""runway_in_use"": ""18R"", ""instruction_text"": ""Lufthansa two one eight, taxi to holding point runway one eight right via Delta, cross runway two seven.""}",200,1.336,8.923,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",
GND,gnd_075,judge-gnd-gnd_075-287d2e,"Swiss five six seven, taxi to holding point runway three two left via Alpha, hold short of runway three two right.","Taxi to holding point runway three two left via Alpha, hold short of runway three two right, Swiss five six seven.","Swiss five six seven, taxi to holding point runway three two left via Alpha, hold short of runway three two right.","{""aircraft_registration"": ""Swiss 567"", ""pushback_approved"": false, ""taxi_route"": ""Alpha"", ""runway_in_use"": ""32L"", ""instruction_text"": ""Swiss five six seven, taxi to holding point runway three two left via Alpha, hold short of runway three two right.""}",200,0.944,7.243,PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el indicativo debería ir al final de la transmisión.",
GND,gnd_076,judge-gnd-gnd_076-a9ab86,"EasyJet four three two Yankee, give way to departing traffic on your right.","Give way to departing traffic on your right, EasyJet four three two Yankee.","EasyJet four three two Yankee, give way to departing traffic on my right.","{""aircraft_registration"": ""EasyJet 432Y"", ""pushback_approved"": false, ""taxi_route"": """", ""runway_in_use"": """", ""instruction_text"": ""EasyJet four three two Yankee, give way to departing traffic on my right.""}",200,1.444,9.096,N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",
GND,gnd_077,judge-gnd-gnd_077-516d65,"Ryanair one three Hotel, taxi to holding point runway three two left via Bravo, follow the Airbus three twenty ahead.","Taxi to holding point runway three two left via Bravo, follow the Airbus, Ryanair one three Hotel.","Ryanair one three Hotel, taxi to holding point runway three two left via Bravo, follow the Airbus three twenty ahead.","{""aircraft_registration"": ""Ryanair 13H"", ""pushback_approved"": false, ""taxi_route"": ""Bravo"", ""runway_in_use"": ""32L"", ""instruction_text"": ""Ryanair one three Hotel, taxi to holding point runway three two left via Bravo, follow the Airbus three twenty ahead.""}",200,1.134,8.507,PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería ir al final de la transmisión.",
