dep,entry_id,atc_text,expected_readback,agent_reply,judge_values_correct,judge_completeness,judge_no_hallucination,judge_phraseology_score,judge_overall,judge_justification,human_verdict,human_notes
DEL,del_066,"Norwegian seven six two, negative, initial climb five thousand feet.","Initial climb five thousand feet, Norwegian seven six two.","Correction, maintain five thousand feet, Norwegian seven six two.",PASS,PASS,PASS,3,PASS,El piloto usa la palabra 'Correction' que no es estándar y cambia 'initial climb' por 'maintain'.,,
DEL,del_068,"TAP four two three, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, TAP four two three.","Contacting Ground on one two one decimal six, TAP four two three.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
DEL,del_071,"Finnair five five eight, cleared to Helsinki via the RODAS one TANGO departure, initial climb five thousand feet, squawk three six seven eight, QNH one zero one seven, runway one eight left.","Cleared to Helsinki via RODAS one TANGO, initial climb five thousand, squawk three six seven eight, QNH one zero one seven, runway one eight left, Finnair five five eight.","Cleared to Helsinki via RODAS 1T departure, maintain 5000 feet, squawk 3678, QNH 1017, runway 18L, FIN558.",PASS,PASS,PASS,4,PASS,"La colación es correcta y contiene todos los elementos requeridos, aunque la fraseología 'maintain' es más propia del controlador que 'initial climb'.",,
DEL,del_072,"Finnair five five eight, readback correct. Contact Ground on one two one decimal six when ready. Good day.","Contact Ground on one two one decimal six, Finnair five five eight. Good day.","Contacting Ground on 121.6, Finnair 558.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología es deficiente al no deletrear los dígitos de la frecuencia y del indicativo.",,
DEL,del_073,"KLM seven one two, readback correct. Contact Ground when ready on one two one decimal six five five.","One two one decimal six five five, KLM seven one two.","Contacting Ground on one two one decimal six five five, KLM seven one two.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es ligeramente verbosa pero aceptable.",,
DEL,del_074,"Turkish eight five six, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Turkish eight five six.","Contacting Ground on one two one decimal six five five, Turkish eight five six.",PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es excelente.,,
DEL,del_075,"Condor one zero nine, cleared to Munich via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk five two three four, QNH one zero one five, runway three two left.","Cleared to Munich via NINIX one WHISKEY, initial climb five thousand, squawk five two three four, QNH one zero one five, runway three two left, Condor one zero nine.","Cleared to Munich via NINIX one WHISKEY departure, maintain 5000 feet, squawk 5234, QNH 1015, runway 32L, Condor one zero nine.",PASS,PASS,PASS,5,PASS,La colación es correcta y sigue la fraseología estándar de la OACI.,,
DEL,del_076,"Condor one zero nine, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Condor one zero nine.","Contacting Ground on one two one decimal six, Condor one zero nine.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'Contacting' en lugar de 'Contact' es una pequeña desviación de la fraseología de manual.",,
DEL,del_078,"Wizz Air eight nine one, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Wizz Air eight nine one. Good day.","Contacting Ground on one two one decimal six five five, Wizz Air eight nine one.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting Ground on...' es ligeramente más verbosa que el estándar.",,
DEL,del_080,"Jet2 four three two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Jet2 four three two. Good day.","Contacting Ground on one two one decimal six, Jet2 four three two.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
DEL,del_082,"EasyJet one two Quebec, readback correct. Contact Ground on one two one decimal six when ready.","Contact Ground on one two one decimal six, EasyJet one two Quebec.","Contacting Ground on one two one decimal six, EasyJet one two Quebec.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
DEL,del_083,"Vueling six five four, cleared to Naples via the NINIX one WHISKEY departure, initial climb six thousand feet, squawk three two one four, QNH one zero one five, runway three two left.","Cleared to Naples via NINIX one WHISKEY, initial climb five thousand, squawk three two one four, QNH one zero one five, runway three two left, Vueling six five four.","Cleared to Naples via NINIX 1W departure, maintain 6000 feet, squawk 3214, QNH 1015, runway 32L, Vueling 654.",PASS,PASS,PASS,3,PASS,La colación usa la palabra no estándar 'maintain' en lugar de 'climb' para la altitud inicial.,,
DEL,del_085,"Ryanair one three two, negative, squawk three four five six.","Squawk three four five six, Ryanair one three two.","Squawk three four five six, Ryanair one three two.",PASS,PASS,PASS,5,PASS,La colación es correcta.,,
DEL,del_086,"Ryanair one three two, readback correct. Contact Ground on one two one decimal six five five when ready.","One two one decimal six five five, Ryanair one three two.","Contacting Ground on one two one decimal six five five, Ryanair one three two.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología 'Contacting...' no es estándar para una colación de cambio de frecuencia.",,
DEL,del_088,"Iberia six seven eight, readback correct. Contact Ground when ready on one two one decimal six.","Contact Ground on one two one decimal six, Iberia six seven eight.","Contacting Ground on 121.6, Iberia 678.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la frecuencia no se verbaliza dígito por dígito y el indicativo está abreviado.",,
DEL,del_089,"Aer Lingus eight five three, cleared to Galway via the BELEN one GOLF departure, initial climb five thousand feet, squawk two seven eight nine, QNH one zero one six, runway three two left.","Cleared BELEN one GOLF, five thousand, squawk two seven eight nine, QNH one zero one six, runway three two left, Aer Lingus eight five three.","Cleared to Galway via BELEN 1G departure, maintain 5000 feet, squawk 2789, QNH 1016, runway 32L, Aer Lingus 853.",PASS,PASS,PASS,3,PASS,La colación utiliza el término de controlador 'maintain' en lugar de la fraseología de piloto correcta para una altitud inicial.,,
DEL,del_090,"Aer Lingus eight five three, readback correct. Contact Ground on one two one decimal six five five when ready. Good day.","One two one decimal six five five, Aer Lingus eight five three. Good day.","One two one decimal six five five, good day, Aer Lingus eight five three.",PASS,PASS,PASS,5,PASS,La colación de la frecuencia es correcta y la fraseología es excelente.,,
DEL,del_092,"Norwegian four three two, readback correct. Contact Ground when ready on one two one decimal six. Good day.","Contact Ground on one two one decimal six, Norwegian four three two. Good day.","Contacting Ground on one two one decimal six, Norwegian four three two.",PASS,PASS,PASS,5,PASS,La colación es correcta y utiliza fraseología estándar.,,
DEL,del_094,"Brussels six nine one, cleared to London Stansted via the BELEN one GOLF departure, initial climb six thousand feet, squawk seven two one one, QNH one zero one five.","Cleared to London Stansted via BELEN one GOLF, initial climb six thousand, squawk seven two one one, QNH one zero one five, Brussels six nine one.","Cleared to London Stansted via BELEN one GOLF departure, maintain 6000 feet, squawk 7211, QNH 1015, Brussels six nine one.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' en lugar de 'climb' para la altitud inicial se desvía ligeramente de la fraseología estándar de piloto.",,
DEL,del_095,"Austrian two five six, cleared to Vienna via the RODAS one TANGO departure, initial climb five thousand feet, squawk three six five four, QNH one zero one zero, runway three two right.","Cleared to Vienna via RODAS one TANGO, initial climb five thousand, squawk three six five four, QNH one zero one zero, runway three two right, Austrian two five six.","Cleared to Vienna via RODAS one TANGO departure, maintain 5000 feet, squawk 3654, QNH 1010, runway 32R, Austrian two five six.",PASS,PASS,PASS,3,PASS,"La colación es correcta en sus valores, pero la fraseología es deficiente al no pronunciar los dígitos individualmente y al usar 'maintain' en lugar de 'climb'.",,
DEL,del_097,"Alitalia four eight seven, cleared to Milan via the BELEN one GOLF departure, initial climb five thousand feet, squawk two eight seven six, QNH one zero one three, runway three two left.","Cleared to Milan via BELEN one GOLF, initial climb five thousand, squawk two eight seven six, QNH one zero one three, runway three two left, Alitalia four eight seven.","Cleared to Milan via the BELEN one GOLF departure, maintain five thousand feet, squawk two eight seven six, QNH one zero one three, runway three two left, Alitalia four eight seven.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque el uso de 'maintain' en lugar de 'initial climb' es una variación de fraseología menor pero aceptable.",,
DEL,del_099,"Croatia seven four three, cleared to Zagreb via the NINIX one WHISKEY departure, initial climb five thousand feet, squawk one four five six, QNH one zero one four, runway three two left.","Cleared to Zagreb via NINIX one WHISKEY, initial climb five thousand, squawk one four five six, QNH one zero one four, runway three two left, Croatia seven four three.","Cleared to Zagreb via NINIX1W departure, maintain 5000 feet, squawk 1456, QNH 1014, runway 32L, Croatia 743.",PASS,PASS,PASS,3,PASS,La colación no utiliza la pronunciación fonética estándar para los dígitos y usa la palabra 'maintain' que es fraseología de controlador.,,
DEL,del_100,"Pegasus three five seven, cleared to Istanbul via the LARPA one FOXTROT departure, initial climb six thousand feet, squawk five three nine eight, QNH one zero one nine, runway three two left.","Cleared to Istanbul via LARPA one FOXTROT, initial climb six thousand, squawk five three nine eight, QNH one zero one nine, runway three two left, Pegasus three five seven.","Cleared to Istanbul via LARPA 1F departure, maintain 6000 feet, squawk 5398, QNH 1019, runway 32L, Pegasus 357.",PASS,PASS,PASS,3,PASS,"La colación no pronuncia los dígitos del transpondedor y del QNH individualmente, y utiliza abreviaturas no estándar para la pista y el indicativo.",,
GND,gnd_001,"Ryanair four seven three, pushback approved, facing east.","Pushback approved, facing east, Ryanair four seven three.","Ryanair four seven three, pushback approved facing east.",N/A,PASS,PASS,4,PASS,"La fraseología es correcta, pero el indicativo debería ir al final de la colación.",,
GND,gnd_003,"Iberia three one four two, pushback approved, facing west.","Pushback approved, facing west, Iberia three one four two.","Iberia three one four two, pushback approved facing west.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",,
GND,gnd_005,"Iberia three one Foxtrot two, hold short of runway three two left.","Hold short of runway three two left, Iberia three one Foxtrot two.","Iberia three one Foxtrot two, hold short of runway three two left.",PASS,PASS,PASS,4,PASS,"La fraseología es correcta, pero el indicativo debería ir al final de la colación.",,
GND,gnd_006,"Lufthansa three seven two, pushback approved, facing south. Caution vehicles on the apron.","Pushback approved, facing south, Lufthansa three seven two.","Lufthansa three seven two, pushback approved facing south.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",,
GND,gnd_009,"Speedbird two four six, taxi to stand Foxtrot one five via taxiways Romeo, Alpha, Foxtrot.","Taxi to stand Foxtrot one five via Romeo, Alpha, Foxtrot, Speedbird two four six.","Speedbird two four six, taxi to stand Foxtrot one five via Romeo, Alpha, Foxtrot.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",,
GND,gnd_012,"EasyJet eight five six zero, pushback approved, facing west.","Pushback approved, facing west, EasyJet eight five six zero.","EasyJet eight five six zero, pushback approved facing west.",N/A,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debería estar al final de la colación, no al principio.",,
GND,gnd_013,"EasyJet eight Kilo six zero, taxi to holding point Sierra one via taxiways Foxtrot, Alpha, Sierra.","Taxi to holding point Sierra one via Foxtrot, Alpha, Sierra, EasyJet eight Kilo six zero.","EasyJet eight Kilo six zero, taxi to holding point Sierra one via Foxtrot, Alpha, Sierra.",PASS,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",,
GND,gnd_014,"Vueling one two three, taxi to stand Hotel two via taxiways Romeo, Alpha, Hotel.","Taxi to stand Hotel two via Romeo, Alpha, Hotel, Vueling one two three.","Vueling one two three, taxi to stand Hotel two via Romeo, Alpha, Hotel.",PASS,PASS,PASS,3,PASS,"El indicativo debería ir al final de la colación, no al principio.",,
GND,gnd_016,"Ryanair four seven three, hold short of runway three two left, landing traffic on final.","Hold short of runway three two left, Ryanair four seven three.","Ryanair four seven three, hold short of runway three two left.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión en lugar de al principio.",,
GND,gnd_019,"Iberia three one four Bravo, taxi to holding point runway three two left via Alpha, Bravo.","Taxi to holding point runway three two left via Alpha, Bravo, Iberia three one four Bravo.","Iberia 314 Bravo, taxi to holding point runway 32L via Alpha, Bravo.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debería estar al final de la colación, no al principio.",,
GND,gnd_021,"Lufthansa three seven two, taxi to holding point runway one eight left via Delta, Echo.","Taxi to holding point runway one eight left via Delta, Echo, Lufthansa three seven two.","Lufthansa 372, taxi to holding point runway 18L via Delta, Echo.",PASS,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",,
GND,gnd_023,"Iberia three one four Bravo, pushback approved, caution traffic behind, Airbus three twenty.","Pushback approved, Iberia three one four Bravo.","Iberia three one four Bravo, pushback approved.",N/A,PASS,PASS,4,PASS,"La fraseología es correcta, aunque la posición del distintivo de llamada debería estar al final de la colación.",,
GND,gnd_024,"Lufthansa three seven two, taxi to holding point runway one eight left via Delta, cross runway two seven.","Taxi to holding point runway one eight left via Delta, cross runway two seven, Lufthansa three seven two.","Lufthansa three seven two, taxi to holding point runway one eight left via Delta, cross runway two seven.",PASS,PASS,PASS,4,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_025,"Swiss two four one, taxi to holding point runway three two right via Alpha, hold short of runway three two left.","Taxi to holding point runway three two right via Alpha, hold short of runway three two left, Swiss two four one.","Swiss 241, taxi to holding point runway 32R via Alpha, hold short of runway 32L.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",,
GND,gnd_026,"EasyJet eight five Whiskey zero, give way to departing traffic on your left.","Give way to departing traffic on your left, EasyJet eight five Whiskey zero.","EasyJet eight five Whiskey zero, give way to departing traffic on the left.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",,
GND,gnd_028,"Vueling one two three, start up approved, QNH one zero one three.","Start up approved, QNH one zero one three, Vueling one two three.","Vueling one two three, start up approved, QNH one zero one three.",PASS,PASS,PASS,4,PASS,"La fraseología es correcta, pero el indicativo debería ir al final de la colación.",,
GND,gnd_029,"Swiss two four one, pushback approved, facing north.","Pushback approved, facing north, Swiss two four one.","Swiss 241, pushback approved facing north.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",,
GND,gnd_031,"EasyJet eight five six zero, taxi to stand Golf three via Romeo, Alpha, Golf.","Taxi to stand Golf three via Romeo, Alpha, Golf, EasyJet eight five six zero.","EasyJet eight five six zero, taxi to stand Golf three via Romeo, Alpha, Golf.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final para seguir la fraseología estándar de piloto.",,
GND,gnd_032,"Ryanair four seven three, taxi to stand Delta five via Foxtrot, hold short of taxiway Alpha.","Taxi to stand Delta five via Foxtrot, hold short of Alpha, Ryanair four seven three.","Ryanair four seven three, taxi to stand Delta five via Foxtrot, hold short of taxiway Alpha.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_033,"Iberia three one four Bravo, cross runway one eight right, taxi to holding point runway one eight left via Delta.","Cross runway one eight right, taxi to holding point runway one eight left via Delta, Iberia three one four Bravo.","Iberia three one four Bravo, cross runway one eight right, taxi to holding point runway one eight left via Delta.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_034,"Swiss two four one, give way to the Airbus on your right, hold position.","Give way to the Airbus on your right, holding position, Swiss two four one.","Swiss 241, hold position, give way to the Airbus on the right.",N/A,PASS,PASS,3,PASS,"La coletilla debe ir al final de la colación, no al principio.",,
GND,gnd_036,"Vueling one two three, hold position, de-icing in progress ahead.","Hold position, Vueling one two three.","Vueling one two three, hold position.",N/A,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología estándar de piloto sitúa el indicativo al final de la transmisión.",,
GND,gnd_037,"Lufthansa three seven two, continue taxi via Golf to holding point Sierra two.","Continue taxi via Golf to holding point Sierra two, Lufthansa three seven two.","Lufthansa 372, taxi to holding point Sierra 2 via Golf.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_039,"Iberia three one four Bravo, start up approved, information Delta current.","Start up approved, information Delta, Iberia three one four Bravo.","Iberia three one four Bravo, start up approved, information Delta current.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",,
GND,gnd_040,"Speedbird two four six, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.","Taxi to holding point Juliet two via Foxtrot, Golf, Juliet, Speedbird two four six.","Speedbird two four six, taxi to holding point Juliet two via Foxtrot, Golf, Juliet.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debería estar al final de la colación, no al principio.",,
GND,gnd_041,"EasyJet eight five six zero, stop immediately, vehicle crossing.","Stopping, EasyJet eight five six zero.","EasyJet eight five six zero, stopping immediately.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión para una fraseología ideal.",,
GND,gnd_043,"Swiss two four one, taxi to remote stand Romeo five via Alpha, Romeo.","Taxi to remote stand Romeo five via Alpha, Romeo, Swiss two four one.","Swiss two four one, taxi to remote stand Romeo five via Alpha, Romeo.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión en lugar de al principio.",,
GND,gnd_044,"Ryanair six six Golf, hold position, runway occupied.","Hold position, Ryanair six six Golf.","Ryanair six six Golf, hold position.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión.",,
GND,gnd_045,"Iberia three one four Bravo, taxi to holding point runway three two right via Bravo.","Taxi to holding point runway three two right via Bravo, Iberia three one four Bravo.","Iberia three one four Bravo, taxi to holding point runway three two right via Bravo.",PASS,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",,
GND,gnd_049,"Ryanair four seven three, cross runway three two left, caution wake turbulence, heavy departed two minutes ago.","Cross runway three two left, Ryanair four seven three.","Ryanair four seven three, cross runway three two left, caution wake turbulence.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_051,"Speedbird three one two, pushback approved, facing east.","Pushback approved, facing east, Speedbird three one two.","Speedbird 312, pushback approved facing east.",N/A,PASS,PASS,3,PASS,La coletilla debería estar al final de la colación y los dígitos de la misma deberían pronunciarse individualmente.,,
GND,gnd_053,"Iberia eight seven five Charlie, pushback approved, facing west.","Pushback approved, facing west, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved facing west.",N/A,N/A,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_055,"Iberia eight seven five Charlie, hold short of runway three two right.","Hold short of runway three two right, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, hold short of runway three two right.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_056,"Lufthansa two one eight, pushback approved, facing north. Caution vehicles on the apron.","Pushback approved, facing north, Lufthansa two one eight.","Lufthansa two one eight, pushback approved facing north.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión y no al principio.",,
GND,gnd_059,"Speedbird three one two, taxi to stand Foxtrot two two via taxiways Romeo, Alpha, Foxtrot.","Taxi to stand Foxtrot two two via Romeo, Alpha, Foxtrot, Speedbird three one two.","Speedbird three one two, taxi to stand Foxtrot two two via Romeo, Alpha, Foxtrot.",PASS,PASS,PASS,3,PASS,"El distintivo de llamada debería estar al final de la colación, no al principio.",,
GND,gnd_060,"Swiss five six seven, taxi to holding point Lima one via taxiways Golf, Alpha, Lima.","Taxi to holding point Lima one via Golf, Alpha, Lima, Swiss five six seven.","Swiss five six seven, taxi to holding point Lima one via Golf, Alpha, Lima.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",,
GND,gnd_062,"EasyJet four three two Yankee, pushback approved, facing east.","Pushback approved, facing east, EasyJet four three two Yankee.","EasyJet four three two Yankee, pushback approved facing east.",N/A,PASS,PASS,3,PASS,"La colación es correcta en contenido, pero el indicativo debería estar al final de la transmisión, no al principio.",,
GND,gnd_063,"EasyJet four three two Yankee, taxi to holding point Sierra one via taxiways Foxtrot, Alpha, Sierra.","Taxi to holding point Sierra one via Foxtrot, Alpha, Sierra, EasyJet four three two Yankee.","EasyJet four three two Yankee, taxi to holding point Sierra one via Foxtrot, Alpha, Sierra.",PASS,PASS,PASS,4,PASS,"El distintivo de llamada debería estar al final de la colación, no al principio.",,
GND,gnd_064,"Vueling seven nine eight, taxi to stand Hotel three via taxiways Romeo, Alpha, Hotel.","Taxi to stand Hotel three via Romeo, Alpha, Hotel, Vueling seven nine eight.","Vueling seven nine eight, taxi to stand Hotel three via Romeo, Alpha, Hotel.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",,
GND,gnd_066,"Ryanair eight nine two, hold short of runway three two right, landing traffic on final.","Hold short of runway three two right, Ryanair eight nine two.","Ryanair eight nine two, holding short of runway three two right.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_069,"Iberia eight seven five Charlie, taxi to holding point runway three two right via Alpha, Bravo.","Taxi to holding point runway three two right via Alpha, Bravo, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, taxi to holding point runway three two right via Alpha, Bravo.",PASS,PASS,PASS,3,PASS,"El indicativo debería estar al final del collationnement, no al principio.",,
GND,gnd_071,"Lufthansa two one eight, taxi to holding point runway one eight right via Delta, Echo.","Taxi to holding point runway one eight right via Delta, Echo, Lufthansa two one eight.","Lufthansa two one eight, taxi to holding point runway one eight right via Delta, Echo.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_072,"Ryanair one three Hotel, hold position, expect taxi in three minutes.","Hold position, Ryanair one three Hotel.","Ryanair one three Hotel, hold position, expect taxi in three minutes.",N/A,PASS,PASS,3,PASS,La fraseología es incorrecta al iniciar la colación con el distintivo de llamada en lugar de finalizarla con él.,,
GND,gnd_073,"Iberia eight seven five Charlie, pushback approved, caution traffic behind, Boeing seven three seven.","Pushback approved, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, pushback approved.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero la fraseología de piloto estándar sitúa el distintivo de llamada al final.",,
GND,gnd_074,"Lufthansa two one eight, taxi to holding point runway one eight right via Delta, cross runway two seven.","Taxi to holding point runway one eight right via Delta, cross runway two seven, Lufthansa two one eight.","Lufthansa two one eight, taxi to holding point runway one eight right via Delta, cross runway two seven.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión, no al principio.",,
GND,gnd_075,"Swiss five six seven, taxi to holding point runway three two left via Alpha, hold short of runway three two right.","Taxi to holding point runway three two left via Alpha, hold short of runway three two right, Swiss five six seven.","Swiss five six seven, taxi to holding point runway three two left via Alpha, hold short of runway three two right.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el indicativo debería ir al final de la transmisión.",,
GND,gnd_076,"EasyJet four three two Yankee, give way to departing traffic on your right.","Give way to departing traffic on your right, EasyJet four three two Yankee.","EasyJet four three two Yankee, give way to departing traffic on my right.",N/A,PASS,PASS,3,PASS,"La colación es correcta, pero el distintivo de llamada debería estar al final de la transmisión, no al principio.",,
GND,gnd_077,"Ryanair one three Hotel, taxi to holding point runway three two left via Bravo, follow the Airbus three twenty ahead.","Taxi to holding point runway three two left via Bravo, follow the Airbus, Ryanair one three Hotel.","Ryanair one three Hotel, taxi to holding point runway three two left via Bravo, follow the Airbus three twenty ahead.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería ir al final de la transmisión.",,
GND,gnd_078,"Vueling seven nine eight, start up approved, QNH one zero one six.","Start up approved, QNH one zero one six, Vueling seven nine eight.","Vueling seven nine eight, start up approved, QNH one zero one six.",PASS,PASS,PASS,4,PASS,"La colación es correcta, aunque la fraseología estándar de piloto sitúa el indicativo al final de la respuesta.",,
GND,gnd_079,"Swiss five six seven, pushback approved, facing south.","Pushback approved, facing south, Swiss five six seven.","Swiss five six seven, pushback approved facing south.",N/A,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la colación en lugar de al principio.",,
GND,gnd_081,"EasyJet four three two Yankee, taxi to stand Golf four via Romeo, Alpha, Golf.","Taxi to stand Golf four via Romeo, Alpha, Golf, EasyJet four three two Yankee.","EasyJet four three two Yankee, taxi to stand Golf four via Romeo, Alpha, Golf.",PASS,PASS,PASS,4,PASS,"La colación es correcta, pero el distintivo de llamada debería ir al final de la transmisión, no al principio.",,
GND,gnd_082,"Ryanair eight nine two, taxi to stand Delta seven via Foxtrot, hold short of taxiway Alpha.","Taxi to stand Delta seven via Foxtrot, hold short of Alpha, Ryanair eight nine two.","Ryanair eight nine two, taxi to stand Delta seven via Foxtrot, hold short of taxiway Alpha.",PASS,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_083,"Iberia eight seven five Charlie, cross runway one eight left, taxi to holding point runway one eight right via Delta.","Cross runway one eight left, taxi to holding point runway one eight right via Delta, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, cross runway one eight left, taxi to holding point runway one eight right via Delta.",PASS,PASS,PASS,4,PASS,"El indicativo debería ir al final de la colación, no al principio.",,
GND,gnd_084,"Swiss five six seven, give way to the Boeing on your left, hold position.","Give way to the Boeing on your left, holding position, Swiss five six seven.","Swiss five six seven, hold position, give way to the Boeing on my left.",N/A,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debe ir al final de la colación, no al principio.",,
GND,gnd_086,"Vueling seven nine eight, hold position, de-icing in progress ahead.","Hold position, Vueling seven nine eight.","Vueling seven niner eight, hold position.",N/A,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",,
GND,gnd_089,"Iberia eight seven five Charlie, start up approved, information Echo current.","Start up approved, information Echo, Iberia eight seven five Charlie.","Iberia eight seven five Charlie, start up approved, information Echo.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero la fraseología estándar de la OACI sitúa el distintivo de llamada al final de la colación, no al principio.",,
GND,gnd_091,"EasyJet four three two Yankee, stop immediately, vehicle crossing.","Stopping, EasyJet four three two Yankee.","EasyJet four three two Yankee, stopping immediately.",N/A,PASS,PASS,3,PASS,"La fraseología es incorrecta porque el distintivo de llamada debería ir al final de la colación, no al principio.",,
GND,gnd_092,"Lufthansa two one eight, pushback approved, facing west, tail towards taxiway Sierra.","Pushback approved, facing west, tail to Sierra, Lufthansa two one eight.","Lufthansa two one eight, pushback approved facing west, tail towards taxiway Sierra.",N/A,PASS,PASS,3,PASS,"La coletilla debería estar al final de la colación, no al principio.",,
GND,gnd_093,"Swiss five six seven, taxi to remote stand Romeo seven via Alpha, Romeo.","Taxi to remote stand Romeo seven via Alpha, Romeo, Swiss five six seven.","Swiss five six seven, taxi to remote stand Romeo seven via Alpha, Romeo.",PASS,PASS,PASS,3,PASS,"La colación es correcta, pero el indicativo debería estar al final de la transmisión para seguir la fraseología estándar de piloto.",,
